planta2: .word 24, 24
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,89,89,199,199,199,199,89,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,89,199,199,89,89,89,199,89,89,89,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,89,89,199,199,89,89,83,89,89,199,199,199,199,199,
199,199,199,199,199,199,199,199,83,199,199,89,199,199,89,83,83,89,199,199,199,199,199,199,
199,199,199,199,199,199,199,89,89,83,83,83,199,199,83,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,89,89,199,199,199,83,92,83,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,89,89,199,199,93,93,83,83,92,93,199,199,199,199,199,199,199,199,
199,199,199,199,199,92,93,93,93,93,93,93,93,83,93,93,93,92,92,199,199,199,199,199,
199,199,199,199,199,92,92,93,93,93,93,93,83,93,93,93,93,93,92,92,199,199,199,199,
199,199,199,199,92,92,93,93,93,93,18,18,83,18,18,93,93,92,93,92,199,199,199,199,
199,199,199,199,93,93,93,93,93,18,18,18,83,18,18,18,93,93,93,93,199,199,199,199,
199,199,199,199,93,93,93,93,92,18,18,18,18,18,18,18,92,92,92,93,199,199,199,199,
199,199,199,199,93,93,93,93,93,93,93,93,93,93,93,93,92,93,92,92,199,199,199,199,
199,199,199,199,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,199,199,199,199,
199,199,199,199,93,93,93,92,92,92,92,92,92,92,93,93,93,93,93,93,199,199,199,199,
199,199,199,199,93,92,92,93,93,93,199,199,199,93,93,93,92,92,93,93,199,199,199,199,
199,199,199,199,93,92,93,93,199,199,199,199,199,199,199,199,199,199,93,93,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


